word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
erlendar,141,17,1.43e-05,2.04e-06,7.020561
magnað,149,18,1.511e-05,2.16e-06,7.00673
völl,99,12,1.004e-05,1.44e-06,6.983217
áranna,132,16,1.338e-05,1.92e-06,6.983217
please,148,18,1.501e-05,2.16e-06,6.959705
örnefni,82,10,8.31e-06,1.2e-06,6.940895
sanngirni,82,10,8.31e-06,1.2e-06,6.940895
afgerandi,172,21,1.744e-05,2.52e-06,6.932833
td,131,16,1.328e-05,1.92e-06,6.930314
flettingar,90,11,9.13e-06,1.32e-06,6.925505
seinkað,147,18,1.491e-05,2.16e-06,6.91268
ákvarðanatöku,114,14,1.156e-05,1.68e-06,6.892526
partur,122,15,1.237e-05,1.8e-06,6.884465
ávexti,130,16,1.318e-05,1.92e-06,6.877411
because,81,10,8.21e-06,1.2e-06,6.85625
stúlkurnar,81,10,8.21e-06,1.2e-06,6.85625
breytni,81,10,8.21e-06,1.2e-06,6.85625
leiktíð,81,10,8.21e-06,1.2e-06,6.85625
feitur,186,23,1.886e-05,2.76e-06,6.845209
aðdraganda,210,26,2.129e-05,3.11e-06,6.836716
kafli,515,64,5.222e-05,7.67e-06,6.811282
formennsku,80,10,8.11e-06,1.2e-06,6.771605
jörðinni,420,53,4.259e-05,6.35e-06,6.707722
gengur,1529,193,0.00015503,2.312e-05,6.705818
kátur,95,12,9.63e-06,1.44e-06,6.701067
strik,95,12,9.63e-06,1.44e-06,6.701067
hart,277,35,2.809e-05,4.19e-06,6.699052
ungs,182,23,1.845e-05,2.76e-06,6.698
tvennt,261,33,2.646e-05,3.95e-06,6.694655
karlaflokki,79,10,8.01e-06,1.2e-06,6.68696
sátt,387,49,3.924e-05,5.87e-06,6.685232
fæðingarorlof,292,37,2.961e-05,4.43e-06,6.680097
tæp,134,17,1.359e-05,2.04e-06,6.672022
aka,189,24,1.916e-05,2.87e-06,6.665798
heimasíðunni,110,14,1.115e-05,1.68e-06,6.650683
úthlutun,275,35,2.788e-05,4.19e-06,6.650683
sjálfstæðisflokks,102,13,1.034e-05,1.56e-06,6.641382
munið,141,18,1.43e-05,2.16e-06,6.63053
was,689,88,6.986e-05,1.054e-05,6.627323
mis,125,16,1.267e-05,1.92e-06,6.612895
heilann,78,10,7.91e-06,1.2e-06,6.602315
fæti,148,19,1.501e-05,2.28e-06,6.593405
sþ,109,14,1.105e-05,1.68e-06,6.590222
birtist,1252,161,0.00012695,1.929e-05,6.582336
staddur,163,21,1.653e-05,2.52e-06,6.570069
hitti,294,38,2.981e-05,4.55e-06,6.548855
lágmarki,286,37,2.9e-05,4.43e-06,6.542834
tína,85,11,8.62e-06,1.32e-06,6.540755
history,170,22,1.724e-05,2.64e-06,6.540755
fyrrum,486,63,4.928e-05,7.55e-06,6.529762
vetra,108,14,1.095e-05,1.68e-06,6.529762
sólarhringinn,177,23,1.795e-05,2.76e-06,6.513989
children,177,23,1.795e-05,2.76e-06,6.513989
dómarar,100,13,1.014e-05,1.56e-06,6.511158
brott,376,49,3.812e-05,5.87e-06,6.495213
oftar,605,79,6.134e-05,9.46e-06,6.482312
sneiðar,130,17,1.318e-05,2.04e-06,6.472857
engi,275,36,2.788e-05,4.31e-06,6.465942
hérlendis,419,55,4.249e-05,6.59e-06,6.448415
hæfi,403,53,4.086e-05,6.35e-06,6.436219
hiklaust,76,10,7.71e-06,1.2e-06,6.433025
talar,455,60,4.614e-05,7.19e-06,6.418917
me,1387,183,0.00014064,2.192e-05,6.415448
úrslit,462,61,4.685e-05,7.31e-06,6.410823
atvik,159,21,1.612e-05,2.52e-06,6.40884
viðunandi,121,16,1.227e-05,1.92e-06,6.401283
nudda,151,20,1.531e-05,2.4e-06,6.390702
ráðast,317,42,3.214e-05,5.03e-06,6.388687
pistlar,83,11,8.42e-06,1.32e-06,6.386854
víkur,83,11,8.42e-06,1.32e-06,6.386854
eignarrétti,181,24,1.835e-05,2.87e-06,6.383648
aukins,98,13,9.94e-06,1.56e-06,6.380935
gagni,90,12,9.13e-06,1.44e-06,6.348379
room,142,19,1.44e-05,2.28e-06,6.326104
eldinn,112,15,1.136e-05,1.8e-06,6.320164
samhljóða,97,13,9.84e-06,1.56e-06,6.315824
kj,149,20,1.511e-05,2.4e-06,6.306057
almennu,201,27,2.038e-05,3.23e-06,6.301354
ofar,171,23,1.734e-05,2.76e-06,6.293176
kæranda,587,79,5.952e-05,9.46e-06,6.289449
búum,245,33,2.484e-05,3.95e-06,6.284254
ítrekað,274,37,2.778e-05,4.43e-06,6.26831
help,74,10,7.5e-06,1.2e-06,6.263734
skemmtilegasta,74,10,7.5e-06,1.2e-06,6.263734
búin,1486,201,0.00015067,2.408e-05,6.257839
dómsins,96,13,9.73e-06,1.56e-06,6.250712
handjob,155,21,1.572e-05,2.52e-06,6.247612
non,199,27,2.018e-05,3.23e-06,6.238654
alger,81,11,8.21e-06,1.32e-06,6.232954
such,125,17,1.267e-05,2.04e-06,6.223901
gríðarleg,125,17,1.267e-05,2.04e-06,6.223901
afkomu,147,20,1.491e-05,2.4e-06,6.221412
dugleg,147,20,1.491e-05,2.4e-06,6.221412
stöku,88,12,8.92e-06,1.44e-06,6.207304
boðskap,132,18,1.338e-05,2.16e-06,6.207304
fæðu,183,25,1.856e-05,2.99e-06,6.196018
pólitík,139,19,1.409e-05,2.28e-06,6.192454
magee,117,16,1.186e-05,1.92e-06,6.18967
main,95,13,9.63e-06,1.56e-06,6.1856
local,73,10,7.4e-06,1.2e-06,6.179089
sameiginlegan,73,10,7.4e-06,1.2e-06,6.179089
we,810,111,8.213e-05,1.33e-05,6.176802
skammast,102,14,1.034e-05,1.68e-06,6.166997
húsmóðir,80,11,8.11e-06,1.32e-06,6.156004
pistli,138,19,1.399e-05,2.28e-06,6.147904
konuna,145,20,1.47e-05,2.4e-06,6.136767
liti,181,25,1.835e-05,2.99e-06,6.128302
have,622,86,6.307e-05,1.03e-05,6.122003
viðfangsefnið,94,13,9.53e-06,1.56e-06,6.120489
forsjá,94,13,9.53e-06,1.56e-06,6.120489
video,419,58,4.249e-05,6.95e-06,6.114876
slegið,231,32,2.342e-05,3.83e-06,6.110315
opnu,137,19,1.389e-05,2.28e-06,6.103354
snillingur,72,10,7.3e-06,1.2e-06,6.094444
gróið,72,10,7.3e-06,1.2e-06,6.094444
múr,108,15,1.095e-05,1.8e-06,6.094444
viðskiptavinar,72,10,7.3e-06,1.2e-06,6.094444
experience,122,17,1.237e-05,2.04e-06,6.074528
framhjá,409,57,4.147e-05,6.83e-06,6.073654
ath,330,46,3.346e-05,5.51e-06,6.072363
tr,301,42,3.052e-05,5.03e-06,6.066229
sælgæti,93,13,9.43e-06,1.56e-06,6.055377
farveg,100,14,1.014e-05,1.68e-06,6.046076
innst,71,10,7.2e-06,1.2e-06,6.009799
bilinu,227,32,2.302e-05,3.83e-06,6.004509
grunnskólans,78,11,7.91e-06,1.32e-06,6.002104
stríða,156,22,1.582e-05,2.64e-06,6.002104
source,92,13,9.33e-06,1.56e-06,5.990266
auknar,106,15,1.075e-05,1.8e-06,5.981584
aðferðafræði,120,17,1.217e-05,2.04e-06,5.974945
ar,741,105,7.513e-05,1.258e-05,5.973523
this,1199,170,0.00012157,2.036e-05,5.969966
out,282,40,2.859e-05,4.79e-06,5.967477
thai,197,28,1.998e-05,3.35e-06,5.955385
mar,548,78,5.557e-05,9.34e-06,5.946858
ólíku,91,13,9.23e-06,1.56e-06,5.925154
bjartsýni,91,13,9.23e-06,1.56e-06,5.925154
