word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
work,310,1241,2.685e-05,0.0001123,0.239093
democratic,12,48,1.04e-06,4.34e-06,0.239286
updated,24,96,2.08e-06,8.69e-06,0.239286
förvrängd,11,44,9.5e-07,3.98e-06,0.239286
absolutely,27,108,2.34e-06,9.77e-06,0.239286
plastic,22,88,1.91e-06,7.96e-06,0.239286
weak,12,48,1.04e-06,4.34e-06,0.239286
took,63,252,5.46e-06,2.28e-05,0.239286
greater,28,112,2.43e-06,1.014e-05,0.239286
wife,19,76,1.65e-06,6.88e-06,0.239286
webbserver,21,84,1.82e-06,7.6e-06,0.239286
legislation,10,40,8.7e-07,3.62e-06,0.239286
stängningen,10,40,8.7e-07,3.62e-06,0.239286
measures,27,108,2.34e-06,9.77e-06,0.239286
caused,12,48,1.04e-06,4.34e-06,0.239286
sommarsemester,11,44,9.5e-07,3.98e-06,0.239286
issue,32,127,2.77e-06,1.149e-05,0.24117
efternamn,217,859,1.88e-05,7.773e-05,0.241793
cases,45,178,3.9e-06,1.611e-05,0.241974
korsade,21,83,1.82e-06,7.51e-06,0.242169
homes,18,71,1.56e-06,6.43e-06,0.242656
useful,17,67,1.47e-06,6.06e-06,0.242857
issues,33,130,2.86e-06,1.176e-05,0.242967
managed,30,118,2.6e-06,1.068e-05,0.243342
written,44,173,3.81e-06,1.566e-05,0.243435
greklands,42,165,3.64e-06,1.493e-05,0.243637
achieve,14,55,1.21e-06,4.98e-06,0.243637
moisture,14,55,1.21e-06,4.98e-06,0.243637
muslims,13,51,1.13e-06,4.62e-06,0.243978
novel,13,51,1.13e-06,4.62e-06,0.243978
vanligtvis,601,2353,5.206e-05,0.00021293,0.244472
staternas,35,137,3.03e-06,1.24e-05,0.244526
whole,79,309,6.84e-06,2.796e-05,0.244707
uteplatsen,11,43,9.5e-07,3.89e-06,0.244851
discussions,11,43,9.5e-07,3.89e-06,0.244851
involverat,11,43,9.5e-07,3.89e-06,0.244851
cells,11,43,9.5e-07,3.89e-06,0.244851
highlight,11,43,9.5e-07,3.89e-06,0.244851
stuck,11,43,9.5e-07,3.89e-06,0.244851
