word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
brjóstamjólk,17,73,1.72e-06,8.74e-06,0.197119
slökktu,11,47,1.12e-06,5.63e-06,0.198105
vestfirðingum,11,47,1.12e-06,5.63e-06,0.198105
lokadagur,11,47,1.12e-06,5.63e-06,0.198105
náttúrulegra,11,47,1.12e-06,5.63e-06,0.198105
söfnunar,11,47,1.12e-06,5.63e-06,0.198105
kynjajafnrétti,30,128,3.04e-06,1.533e-05,0.198387
bitar,19,81,1.93e-06,9.7e-06,0.19855
höfðinu,95,405,9.63e-06,4.851e-05,0.19855
undarlegt,78,332,7.91e-06,3.977e-05,0.198865
notalega,43,183,4.36e-06,2.192e-05,0.198893
heiðinn,12,51,1.22e-06,6.11e-06,0.199165
verulegan,41,174,4.16e-06,2.084e-05,0.199451
sjóðs,21,89,2.13e-06,1.066e-05,0.199724
atburðurinn,17,72,1.72e-06,8.62e-06,0.199856
notalegur,13,55,1.32e-06,6.59e-06,0.20007
lakk,13,55,1.32e-06,6.59e-06,0.20007
lestu,129,544,1.308e-05,6.517e-05,0.200721
ljúffengan,14,59,1.42e-06,7.07e-06,0.200853
breyttur,19,80,1.93e-06,9.58e-06,0.201032
varúð,53,223,5.37e-06,2.671e-05,0.201174
miðpunktur,29,122,2.94e-06,1.461e-05,0.201205
ferilsins,10,42,1.01e-06,5.03e-06,0.201536
skriður,10,42,1.01e-06,5.03e-06,0.201536
tillögunum,25,105,2.53e-06,1.258e-05,0.201536
skýran,45,189,4.56e-06,2.264e-05,0.201536
ókunna,16,67,1.62e-06,8.03e-06,0.202137
giskað,11,46,1.12e-06,5.51e-06,0.202412
þjónustuveitendur,11,46,1.12e-06,5.51e-06,0.202412
fánum,11,46,1.12e-06,5.51e-06,0.202412
kynferðislegar,36,150,3.65e-06,1.797e-05,0.203148
rituðu,36,150,3.65e-06,1.797e-05,0.203148
norðurljósin,18,75,1.83e-06,8.98e-06,0.203148
vopnin,18,75,1.83e-06,8.98e-06,0.203148
fordæmt,13,54,1.32e-06,6.47e-06,0.203775
fasteignarinnar,14,58,1.42e-06,6.95e-06,0.204316
fáanlegar,37,153,3.75e-06,1.833e-05,0.204697
tengjum,30,124,3.04e-06,1.485e-05,0.204786
alþjóðlegi,30,124,3.04e-06,1.485e-05,0.204786
settið,27,111,2.74e-06,1.33e-05,0.205893
yfirgefa,153,629,1.551e-05,7.535e-05,0.205893
fullkomið,199,817,2.018e-05,9.787e-05,0.206173
tilkynntar,19,78,1.93e-06,9.34e-06,0.206187
árangursríkan,10,41,1.01e-06,4.91e-06,0.206451
rændi,20,82,2.03e-06,9.82e-06,0.206451
sofnaði,30,123,3.04e-06,1.473e-05,0.206451
veruleg,141,578,1.43e-05,6.924e-05,0.206487
hóflega,21,86,2.13e-06,1.03e-05,0.206691
vindinum,21,86,2.13e-06,1.03e-05,0.206691
veika,23,94,2.33e-06,1.126e-05,0.20711
varðað,29,118,2.94e-06,1.414e-05,0.208026
þrautum,16,65,1.62e-06,7.79e-06,0.208357
þráhyggju,16,65,1.62e-06,7.79e-06,0.208357
dreka,18,73,1.83e-06,8.74e-06,0.208714
ímyndun,18,73,1.83e-06,8.74e-06,0.208714
tilkynningin,22,89,2.23e-06,1.066e-05,0.209235
